,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_paraph_class,logprob
1140,48,4,24,War and Conflict,"At this time a walk along this street on the river is a perilous undertaking— sniping"" is constantly going on and there is scarcely a minute when one cannot hear the ominous hiss of passing bullets.",War and Conflict,0.9999995231047478
1141,48,4,24,War and Conflict,"Once I stood talking with a soldier, only for a few moments, when he ejaculated: ""Come out of this! Didn't you hear that bullet come between us?""",War and Conflict,0.999999940388081
1142,48,4,24,War and Conflict,At length we arrive at the place where barges have been brought in to convey native Christian refugees to Tongku and other places of safety.,War and Conflict,0.9937200583509437
1143,49,2,24,War and Conflict,"It is evident from the flight of these poor native Christians that there is still no security for life here in Tientsin; even after the arrival of ten thousand foreign troops, a feeling of anxiety and uncertainty prevails.",War and Conflict,0.9999998211970382
1144,49,2,24,War and Conflict,"We see before us only a handful of native Christians, many women and children among them, with coolies to assist in carrying a few bundles which contain all they have left of material possessions.",War and Conflict,0.9998466190652099
1145,49,2,24,War and Conflict,"The order has been given to go aboard, and these are the first of the line from an assemblage that will pack that big iron barge; and thus they have been leaving since the river was cleared for the passage of boats.",War and Conflict,0.9999837866075887
1146,49,2,24,War and Conflict,They go they know not where; they know not whether they will ever return; their homes are burned; their friends are scattered and many of them killed.,War and Conflict,0.999999940388081
1147,49,2,24,War and Conflict,"Their mothers can only tell them that their own bad people have burned their homes and now seek to kill them, but the foreigner will save them; this is all they can be made to understand; they have curious little child-thoughts of their own about it all, but with undiminished faith in maternal guardianship, they cling to their mother's hand, unconscious of their hapless fate.",War and Conflict,0.993628090859403
1148,49,3,14,Missionary Work,"We will leave these fleeing refugees now and retrace our steps over half a mile along the river bank to the Church of the Apostolic Mission, where there are assembled and fed between five and six hundred refugees.",Missionary Work,0.9999983907331841
1149,50,2,24,War and Conflict,"This church is situated on the boundary between the English and French Concessions, and escaped, in quite an extraordinary way, destruction from both fire and shell, although in the direct line of bombardment.",War and Conflict,0.999997556331239
1150,50,2,24,War and Conflict,"Soon after my arrival in Tien-tsin I met this worthy father, who told me how large a flock he was sheltering and feeding in the basements and cellars of his church and other church buildings.",Missionary Work,0.9999997615523455
1151,50,2,24,War and Conflict,"He said if I would come on the following day, he would do what he could to induce his terrified flock to leave the cellars and come out into the court for a few minutes, but I must be in readiness to operate quickly and not expose them too long to the bursting shells.",War and Conflict,0.9999998807761656
1152,50,2,24,War and Conflict,"They were all notified to be in readiness at a given hour, and when I had taken my position, Father Quilloux and another father led the way out into the open yard, followed by this cowering host-men, women and children-young and old.",War and Conflict,0.9999997019871092
1153,50,2,24,War and Conflict,"Scarcely had they assembled when a shell burst overhead with the crash of a near thunderbolt; they ducked and trembled and began to show an agony of impatience, when Father Quilloux called out from his position in front: ""Be quick! They are afraid!""",War and Conflict,0.999999940388081
1154,50,2,24,War and Conflict,"The work was done hastily, and it did not seem that the whole time occupied could exceed three minutes, and yet three shells exploded very near during that brief space.",War and Conflict,0.9999998807761656
1155,50,2,24,War and Conflict,"You may notice all conditions of people in this gathering; on the left, near the front, are three small children carried in arms; further back, on the left, I see two gray heads; on the right, in front, some fairly pretty girls.",War and Conflict,0.9041284954850517
1156,50,2,24,War and Conflict,"He pointed out to me a fresh grave, near us on the left, where on the previous day he had buried one of them.",War and Conflict,0.8178785215769544
1157,50,3,24,War and Conflict,"A hundred sights in Tien-tsin alone would give you a fuller conception, but even the greatest number could not tell vou all.",War and Conflict,0.99999433798996
1158,50,3,24,War and Conflict,It is impossible to picture the apprehension of faces on the street-the roar of bursting shells and deadly smaller missiles that filled the air.,War and Conflict,0.999999940388081
1159,50,3,24,War and Conflict,"Subterranean housekeepers cannot be "" sculptured by the sun "" nor can pale, fear-stricken faces peering out of cellar windows; nor the measured tread of soldiers at all hours of day and night; nor the thrilling bugle-calls in every direction.",War and Conflict,0.999998569577201
1160,50,3,24,War and Conflict,"The transportation of commissary stores for all the different troops fills the streets with every form of nondescript conveyance-army wagons, carts, rikishas,"" wheelbarrows, pole-coolies, confiscated carriages.",Transportation,0.9958485276529763
1161,50,3,24,War and Conflict,"At one time, when the fire from the enemy was becoming stronger and the rout of the Allies was imminent, a weeping and disconsolate little English mother came running across the street to a near neighbor with this pitiful and tragic request: ""Now, Mr. won't you promise to shoot my children if they get in?""",War and Conflict,0.9999998807761656
1162,50,3,24,War and Conflict,"This horrible request was prompted by maternal love; its fulfillment would have been humane, in comparison with an assured butchery by the enemy; but, come what would, the manly neighbor could not, even in the name of humanity, promise to take the lives of sweet little children with whom he had been wont to play.",War and Conflict,0.9999997615523455
1163,50,4,13,Military and Naval Defenses,"From here I went south again into the British Concession to the public water hydrant, where the soldiers of the Allies and the natives mingled.",British Colonialism,0.739399420290967
1164,50,4,13,Military and Naval Defenses,"See the red lines connected with the number 51, a short distance to the left of our former position by the river (Stereograph 49).",Military and Naval Defenses,0.9520716614865883
1165,51,2,4,Daily Life and Occupations,"The demand for water was so great that these hydrants were opened only twice a day; at such times all the nations were represented by water-carriers with all sorts of vessels, and here we see them at the hydrant waiting their turns.",Daily Life and Occupations,0.999887611470136
1166,51,2,4,Daily Life and Occupations,"Not all the nations are represented here; but I can make out four; the Russians, being encamped on the other side of the river, are not to be seen; it also happens at this moment that no English soldiers are present, except the Indians, who are under the English.",Military and Naval Defenses,0.5415819285002978
1167,51,2,4,Daily Life and Occupations,They have newly arrived and are quartered a short distance up that street where the British marines were previously quartered; hence the presence of Hindoos and the absence of the English.,British Colonialism,0.9999879011652182
1168,51,2,4,Daily Life and Occupations,"Those Indians are fine, large men, and their moral and military bearing is highly commendable; they are accustomed to carry water in skins, which are included in their camp outfit in their own country; these skins, filled with water, are carried on the backs of donkeys.",Daily Life and Occupations,0.9999827144749934
1169,51,2,4,Daily Life and Occupations,"The coolies have a tub, and there are two five-gallon kerosene oil-cans near the little smart Jap with his clean, white suit.",Daily Life and Occupations,0.9999959465722283
1170,51,3,24,War and Conflict,"This street, a little beyond the farthest point in sight, was crossed by a breastwork composed of bags of rice; just before us it was defended by the ancient cheval-defrise.",Military and Naval Defenses,0.9992389103461653
1171,51,3,24,War and Conflict,"They are cooking-houses and sleepingplaces for the servants of well-to-do English families living in adjoining houses facing on a street called Victoria Terrace; but the occupants had fled, leaving the houses in care of a gentleman, who gave me permission to occupy one of the them.",War and Conflict,0.9992816103185648
1172,51,3,24,War and Conflict,"Before this time I had taken shelter, as before stated, in a vacated room of a Chinese home, but after three nights my room was claimed by officers of the United States Marines, when I removed to one of those houses opposite us.",War and Conflict,0.9999995827734001
1173,51,3,24,War and Conflict,The Ninth United States Infantry had arrived from the Philippines and every available house was commandeered.,War and Conflict,0.9999984503497855
1174,51,3,24,War and Conflict,"One of the shells which passed through that wall by the trees, on the right-hand side of this street, exploded in passing through the wall and the fragments entered the room I occupied and lodged in the back of a fine piano; but each night I took the precaution to haul the sofa on which I slept behind some interior wall.",War and Conflict,0.9999998807761656
1175,51,3,24,War and Conflict,"These houses were of brick, and one wall of brick was sufficient to explode a shell and a second would stop the fragments; but those failing to explode would pass through several brick walls.",Military and Naval Defenses,0.9822674341443649
1176,51,3,24,War and Conflict,"The bombardment was intermittent; sometimes for a half-day scarcely a shot would be fired; then it would be resumed again, possibly at midnight, or at some hour in the night.",War and Conflict,0.999999940388081
1177,51,3,24,War and Conflict,"Those not experienced in conditions of war, and especially of bombardment, cannot possibly imagine the startling effect of bursting shells.",War and Conflict,0.999999940388081
1178,51,3,24,War and Conflict,"During one afternoon, when firing was unusually severe, three shells struck within the same number of minutes; one tearing through the walls of the City Hall and two others bursting within the barracks of the United States Marines, but doing little damage.",War and Conflict,0.9999998807761656
1179,51,3,24,War and Conflict,"A little later, on the same afternoon, a shell entered the quarters of the British Marines, adjacent to the United States Marines, killing one and wounding two.",War and Conflict,0.9999998807761656
1180,51,4,1,Architecture and Building,"Let us advance up this street about one hundred yards, swing to the right another hundred yards, and ascend to the roof of a building known as the German Club Rooms.",Architecture and Building,0.9999997615523455
1181,51,5,24,War and Conflict,"On the map we find the six red lines which mark the limits of our vision in these three views starting from the eastern side of the English Concession, one block from the river, and branching toward the west and northwest.",War and Conflict,0.9206565634137481
1182,51,5,24,War and Conflict,"Before we take this position, however, we should get in mind the positions of the Chinese troops, the Allied forces and the general plan of operations.",War and Conflict,0.9998506094110997
1183,51,5,24,War and Conflict,"For several weeks the Boxer and Imperial troops, located mainly within the walled Native City, have been shelling most of the territory included within the Foreign Concessions.",War and Conflict,0.9999997019871092
1184,51,5,24,War and Conflict,"Again and again the Chinese had made sharp attacks upon the Allied troops, especially in their efforts to gain control of the railroad station.",War and Conflict,0.9999998211970382
1185,51,5,24,War and Conflict,Guns from the ships of the Allies had been placed at different points commanding the enemy in the Native City.,War and Conflict,0.9653803248554411
1186,51,5,24,War and Conflict,For several days hundreds of shells had been hurled into the walled city and the smoke from burning buildings showed the effectiveness of their work.,War and Conflict,0.999999940388081
1187,51,5,24,War and Conflict,"One particular point upon which the guns had been trained was the South Gate, in the center of the south wall of the Native City, as we find by the map.",Military and Naval Defenses,0.8975710967646463
1188,51,5,24,War and Conflict,"Four days before, Monday, July 9, a force of Japanese, Russian and British soldiers had captured the West Arsenal, see on the map about a mile south of the Native City, near the earth wall.",War and Conflict,0.999994218799997
1189,51,5,24,War and Conflict,On the morning of the 13th the Allies had advanced to positions from one-quarter to one-half a mile from the southern wall.,War and Conflict,0.9999998807761656
1190,51,5,24,War and Conflict,"The American Marines were on the extreme left near the southwest corner of the walled city; next, on the right, were the Welsh Fusiliers; then come the Japanese deployed on either side of the road to the South Gate, then the British Marines, and farthest to the right, near the river, the Eighth United States Infantry.",War and Conflict,0.9995614277268584
1191,51,6,13,Military and Naval Defenses,"Let us climb now to our lookout point on the German Club building, to look over the territory lying between the two red lines having the number 52 at their ends.",Military and Naval Defenses,0.9998822460397695
1192,52,2,11,Geography and Topography,That group of buildings with several smokestacks in the distance to the left belong to the West Arsenal (see map).,Geography and Topography,0.9964838728917209
1193,52,2,11,Geography and Topography,"In the distance, far to the right, we hardly catch a glimpse of the southwestern corner of the walled city.",Geography and Topography,0.999999940388081
1194,52,3,24,War and Conflict,"Perhaps we may at first see nothing extraordinary in this scene, and still, probably not in the history of the world has a landscape been photographed in which, at the time the view was made, events so momentous were being enacted;",War and Conflict,0.9999586978463746
1195,52,3,24,War and Conflict,"besides, beyond doubt no other view was taken showing a similar panorama during the action of the Allies before Tien-tsin on that historic day.",War and Conflict,0.999999940388081
1196,52,3,24,War and Conflict,Correspondents from all parts. of the world tried to secure these views and offered to pay me any sum I would mention for them;,War and Conflict,0.9998932743168266
1197,52,3,24,War and Conflict,"These things I mention that we may appreciate the privilege we now have of looking upon the field of battle itself, and that, too, at the time when the battle waged in all its fury, when these very buildings on which we stand were vibrating with the deafening roar of more than a hundred cannon, when the thinned numbers of civilians left in the desolate settlement, were waiting in the utmost anxiety to know how the tide of battle would turn, whether in victory or defeat, which meant safety or massacre.",War and Conflict,0.999999940388081
1198,52,3,24,War and Conflict,"The cruel enemy was infinitely superior in numbers, and, if their valor should prove even half equal to their numbers, relentless slaughter awaited all of us.",War and Conflict,0.999999940388081
1199,52,3,24,War and Conflict,"it was a historic day for the world, and it is for these reasons that I ask you to note with more than usual care my explanation of what is before us here and of what we shall see from our next view-points.",War and Conflict,0.9999997019871092
1200,52,4,24,War and Conflict,"You see those trees in an open square; the street in which we stood when looking at the public water hydrant, runs along the left side of the square between those trees and the small, low building, the gable end of which we see over this lattice-covered court near us.",War and Conflict,0.9680886948901538
1201,52,4,24,War and Conflict,"I mentioned also a shell which entered the barracks of the English Marines, killing one and wounding two.",War and Conflict,0.9999997019871092
1202,52,4,24,War and Conflict,"I want you to see the hole in the tile roof made by that fatal shell; you may see it to the extreme right, at the edge of the roof of that second building, the one with three small, square towers.",War and Conflict,0.9999806295529914
1203,52,5,24,War and Conflict,"The building nearest us was formerly the English Club Rooms, now used as a hospital and already containing wounded men.",War and Conflict,0.9999995827734001
1204,52,5,24,War and Conflict,"To-morrow, when the wounded are brought in from the bloody battle now in progress, this and many other extemporized hospitals will be more than full.",War and Conflict,0.9999998807761656
1205,52,6,24,War and Conflict,"Yesterday the cannonading was heavy, especially on account of several lyddite twelve-pound naval guns brought from British ships-indeed, they had been brought direct from Ladysmith, in the Transvaal, and bore each a tablet with the significant device, ""From Ladysmith to Tien-tsin.""",War and Conflict,0.9999925492975478
1206,52,6,24,War and Conflict,We suspected some unusual movement was on foot; but in time of war civilians and common soldiers never know the import of military movements.,War and Conflict,0.9999998807761656
1207,52,6,24,War and Conflict,The night movement of troops was the gathering of the Allies for a general attack on the Native City of Tien-tsin.,War and Conflict,0.9999998807761656
1208,52,6,24,War and Conflict,"Americans, English, Japanese, Welsh, French and a few Austrians, numbering in all, over eight thousand, had moved out, under cover of darkness, to gain an advantageous position for an early general attack.",War and Conflict,0.9999998807761656
1209,52,6,24,War and Conflict,"That West Arsenal, the cluster of buildings and tall chimneys in the distance to the left, has, up to a few days ago, been in active operation, turning out all sorts of modern munitions of war.",War and Conflict,0.9999970795935849
1210,52,6,24,War and Conflict,"Soon after the investment of the European settlement, this arsenal was bombarded and the Chinese driven out; shortly they reoccupied it, and only a few days before the battle now in progress it was shelled again and burned.",War and Conflict,0.9999980328676678
1211,52,6,24,War and Conflict,"It is called the West Arsenal in contradistinction to the East Arsenal, lying at an equal distance on the opposite side of the Pei-ho, or directly behind us, as we stand here.",Military and Naval Defenses,0.8549857974423147
1212,52,6,24,War and Conflict,"The East Arsenal, which we shall see later, was captured and burned by the first relief force to Tien-tsin.",War and Conflict,0.9999996423941084
1213,52,6,24,War and Conflict,The distance from where we stand to the West Arsenal is about two miles; from the arsenal to the Native City it is a little more than half that distance.,Geography and Topography,0.9955231735253631
1214,52,6,24,War and Conflict,"As we have said, the objective point of the Allies is the South Gate of the Native City, which lies directly north of the arsenal and in line with it.",War and Conflict,0.9999984503497855
1215,52,6,24,War and Conflict,"A poor road extends from the arsenal across a muddy and grassy plain to the South Gate, sometimes called the Taku Gate.",Geography and Topography,0.9997933043218941
1216,52,6,24,War and Conflict,"The brick wall surrounding the river city is twenty-five feet high and from ten to fifteen feet thick, with four principal gates.",Military and Naval Defenses,0.9999811657335314
1217,52,6,24,War and Conflict,"A mile or over from this wall is the circumvallation of clay, the earth or ""mud-wall,"" some fifteen feet high, which serves as a first line of defense.",Military and Naval Defenses,0.999996960377602
1218,52,6,24,War and Conflict,"At the left of the arsenal you can see a dark line extending toward our left; that is the famous ""mudwall"" mentioned so frequently in connection with the exigencies of the Boxer war.",War and Conflict,0.9999952914001266
1219,52,6,24,War and Conflict,The center of our present field of vision is the center of the advance of the Allies in the forenoon; later in the day the lines advanced slowly and with great difficulty toward the city.,War and Conflict,0.999999940388081
1220,52,6,24,War and Conflict,"You can scarcely see a dark line extending from the arsenal toward the right, marking the line of the road to the city.",War and Conflict,0.9999592936464743
1221,52,6,24,War and Conflict,"But to the left and to the right of that road, we remember the Allied forces deployed in the following order from left to right: American Marines, Welsh Fusiliers, Japanese, British Marines, Eighth United States Infantry.",War and Conflict,0.9999980328676678
1222,52,6,24,War and Conflict,"At this distance of two miles the field of battle seems small, but remember that it embraces five or six square miles before us in this direction, and, when we turn in an opposite direction and look across the Pei-ho, we will see another field of an equal area covered by the Russian wing of the Allies.",War and Conflict,0.9999998211970382
1223,52,6,24,War and Conflict,"It is uncertain whether we can now distinguish troops or not; but at times during the battle we could distinguish the different soldiers without our field-glasses, and with them, very distinctly.",War and Conflict,0.9999998807761656
1224,52,6,24,War and Conflict,"You can dimly see off to the right the line of the city wall vanishing in the distant horizon; and the exact position of the American Ninth Infantry is indicated by those black objects, far to the right, in the hazy distance.",War and Conflict,0.9981872023030569
1225,52,6,24,War and Conflict,"Indeed, I have scarcely been able to convince myself that those dark objects are not the blue shirts of the brave boys of the Ninth; that is the exact position they occupied at midday, when they found shelter for a time behind some mud-houses.",War and Conflict,0.9999995231047478
1226,52,6,24,War and Conflict,It was there they encountered a deadly flank fire from a range of loop-holed walls not two hundred yards distant.,War and Conflict,0.9999996423941084
1227,52,6,24,War and Conflict,"I must remind you that native villages surround the city, outside the walls, and that these places were filled with Boxers well protected and firing from loop-holes.",War and Conflict,0.977784122345556
1228,52,7,24,War and Conflict,If we turn more to the left we shall obtain a better view of the mud-wall and the course of the night march of the Allies.,War and Conflict,0.9999986291805117
1229,52,7,24,War and Conflict,"On the map, the lowest of the six red lines which branch out from our standpoint near the river in the English Concession and the third line from the bottom, each with the number 53 at its end, mark the limits of our next field of vision.",War and Conflict,0.9994221249144188
1230,53,2,24,War and Conflict,"Although we are on the same roof as before, we have so changed our position as to be able to see a number of citizens and one or two missionaries with their fieldglasses watching the progress of the battle.",War and Conflict,0.999998569577201
1231,53,2,24,War and Conflict,"Notice how some look in one direction and some in another; some are watching the bursting of the lyddite shells at the South Gate, which we hope to enter to-morrow morning if the Allies are successful; some are looking at the burning city, toward which we shall look soon; others are watching the shells from the Chinese guns on the wall of the city, which are exploding over the Allies.",War and Conflict,0.999999940388081
1232,53,2,24,War and Conflict,"A little farther to our left than we can now see five or six guns from H. M. S. "" Terrible"" are mounted along this wall; these we shall also see to-morrow, if all goes well, when we move in that direction to enter the city.",War and Conflict,0.9999673948227217
1233,53,2,24,War and Conflict,"Also, beyond our vision limit to the left, near the same wall, two twelve-pound lyddite guns are placed; just across the street, not fifty yards. away, is the City Hall, on the tower of which is the signal corps with a telephone communication with these guns, and we can hear the orders given to the gunners.",War and Conflict,0.9995945325121554
1234,53,2,24,War and Conflict,Seemingly half-way between us and the West Arsenal you see a cluster of buildings sheltered by walls; near that place the Japanese have a field battery; and farther to the right the Sikhs have another.,War and Conflict,0.999578396980795
1235,53,2,24,War and Conflict,"As we stand here all of these guns and many others are belching lurid flames, while the earth seems to tremble with their unceasing roar.",War and Conflict,0.9999998807761656
1236,53,2,24,War and Conflict,"The Grand Canal, coming from the southward, reaches the mud-wall off to the left of the arsenal; a small canal extends from the Grand Canal to the Pei-ho, running close behind the mud-wall.",Harbor and Waterways,0.9574488481785213
1237,53,2,24,War and Conflict,"Many of the troops now engaged passed out during the night behind that wall; others passed over those low, grassy plains to the left until on a line with the arsenal, taking shelter behind the wall till the order was given for a general advance.",War and Conflict,0.9999997615523455
1238,53,2,24,War and Conflict,The night movement was intended to conceal the intended attack; but spies had apprised the enemy and they were well prepared.,War and Conflict,0.9999997615523455
1239,53,3,24,War and Conflict,Only one person in this group of spectators seems to be watching the Russian attack toward the east and northeast.,War and Conflict,1.0
1240,53,3,24,War and Conflict,"The person in dark clothes near us, with his field-glass at his eyes, is looking toward the center of the Russian wing across the Pei-ho.",War and Conflict,0.9999998807761656
1241,53,4,13,Military and Naval Defenses,"For a few minutes we shall leave our position here and take another on the tower of the Taku Lighter Company's building, from which we shall look across the Pei-ho to the East Arsenal.",Military and Naval Defenses,0.9999483281134324
1242,53,4,13,Military and Naval Defenses,"On the map our new field of vision is given by the red lines connected with the number 54, which branch from the west bank of the river to the right-hand map margin.",Geography and Topography,0.983565102023132
1243,54,2,24,War and Conflict,"We see something of the scattered villages across the river, where Boxers found defenses from which they fired upon the settlement before the arrival of the relief forces.",War and Conflict,0.9999976754843106
1244,54,2,24,War and Conflict,"We are here at the extreme southern end of the English Settlement and the native houses across the river are few, but to our left, up the river, they extend from the river-front well back into the plain.",Geography and Topography,0.999457531590687
1245,54,2,24,War and Conflict,"At present they are everywhere in ruins; fire has obliterated every trace of a habitable home; but even after fire had done its work the enemy found secure points for ""sniping"" from among the ruins.",War and Conflict,0.999999940388081
1246,54,2,24,War and Conflict,The tower on which we stand has been penetrated by several shells fired from two forts a mile farther up the river.,War and Conflict,0.9999969007649547
1247,54,2,24,War and Conflict,"In this direction we again see the mud-wall, marking a distance of nearly two miles from the Native City.",Geography and Topography,0.9991462759960942
1248,54,2,24,War and Conflict,"Other batteries of artillery had been planted on the wall in attempting to silence the two forts farther up the river, which had been a constant menace to the settlement.",War and Conflict,0.9998982213212472
1249,54,2,24,War and Conflict,"Eastward, two miles from us, we see the East Arsenal, which was captured and burned by the relief expedition in June.",War and Conflict,0.9999994039743072
1250,54,2,24,War and Conflict,"Russian cavalry, infantry and artillery spread out and advanced over that plain toward the East Gate of the Native City and the forts on the river.",War and Conflict,0.9999995827734001
1251,54,2,24,War and Conflict,"The ground, as you see, is perfectly level; there is no cover for advancing troops, and the Russians have not yet learned the art of taking shelter by prostrating themselves on the ground; they were raked by rifle fire from the villages and by shell from the forts on the river.",War and Conflict,0.9999991655469742
1252,54,2,24,War and Conflict,"From dawn through the long, hot day, the Russian troops advanced slowly but tenaciously, against overwhelming odds; by nightfall they had captured the forts which had wrought so much destruction and caused so much anxiety; but they had not entered the Native City.",War and Conflict,0.999999940388081
1253,54,3,24,War and Conflict,We will return to our former lookout on the roof of the German Club Building to witness the battle now going on.,War and Conflict,0.999999940388081
1254,54,4,2,British Colonialism,Turn again on the map to the six lines which branch from one point near the river in the British Concession.,Geography and Topography,0.9921348184266727
1255,54,4,2,British Colonialism,"Notice the uppermost line and the second one from it, each with the number 55 at its end on the map margin.",Geography and Topography,0.37711613688044576
1256,55,2,24,War and Conflict,"We can distinguish faintly the outline of the city wall, especially the towers, which at intervals rise quite above the level of the wall.",Military and Naval Defenses,0.9885672035209027
1257,55,3,24,War and Conflict,"The fire to the right is in the interior of the city; that to the left is at the South Gate, the objective point of attack by the Allies on the west side of the river.",War and Conflict,0.9999997019871092
1258,55,3,24,War and Conflict,Every gate has a massive superstructure of wood; that of the South Gate is burning fiercely; with our field-glasses we can see the red tongues of flame licking the sky.,War and Conflict,0.9999926685887197
1259,55,3,24,War and Conflict,"There is an occasional lull to allow the overheated guns to cool; then the quick muzzle flashes begin again, followed by the deafening roar and earthquake shocks.",War and Conflict,0.999999940388081
1260,55,3,24,War and Conflict,This has continued since dawn; there has been no lull in the steady roll of rifle fire; the fitful popping of the automatic guns sometimes joins in the hellish chorus.,War and Conflict,0.999999940388081
1261,55,3,24,War and Conflict,In such a long continued storm of deadly missiles of destruction one wonders if one soul can be left alive.,War and Conflict,1.0
1262,55,3,24,War and Conflict,"The sky is cloudless; the sun is merciless; the thermometers register nearly a hundred in the shade; and there, before us over that torrid plain, are scattered eight thousand men, under a scorching sun, without shelter of any kind save the shelter they find in prostrating themselves in filthy pools and quagmires, and yet enduring throughout this long, hot day the well-directed and well-protected fire of some fifty thousand Boxers and Imperial troops.",War and Conflict,1.0
1263,55,3,24,War and Conflict,The English and the Ninth U. S. Infantry are fighting near each other to the right of the South Gate.,War and Conflict,0.999999940388081
1264,55,3,24,War and Conflict,"Some one in our eager group of spectators calls out: ""See the Japs advance on the double-quick!""",War and Conflict,1.0
1265,55,3,24,War and Conflict,All glasses are up to see the bold little heroes rush forward for a hundred yards under a withering fire and then drop out of sight in the long grass and mud; next some one directs attention to a charge of Russian cavalry on the plain across the river-a long advancing cloud of dust which meant that the cavalry was within it.,War and Conflict,0.999999940388081
1266,55,3,24,War and Conflict,"We turn again toward the west and see riderless horses galloping back to the arsenal; many of the Allies are now lost to sight among the outlying houses in the villages near the wall, and in the long reeds which cover the ground in places.",War and Conflict,0.9999998807761656
1267,55,3,24,War and Conflict,"Night is coming on, and the ponderous gates are still closed and intact, being within a square court and not exposed to shells.",Military and Naval Defenses,0.5097348435660416
1268,55,3,24,War and Conflict,"The Allies are within two hundred yards of the city walls, but not even the lyddite shells have breached the walls or gates.",War and Conflict,0.9999612000934957
1269,55,3,24,War and Conflict,"Night is coming on and darkness will enable the Allies to withdraw; and what a welcome night it is to those weary men who have borne the brunt of battle and the broiling sun from early morn till darkness-no food, no water, no shelter, and every hour of the long day under a raking fire.",War and Conflict,0.999999940388081
1270,55,3,24,War and Conflict,"We on the roof wonder how men can live under such a fire; we talk of the dead and wounded now scattered over those fields where they will remain for the night, sweltering in bloody garments, on beds of mire.",War and Conflict,0.999999940388081
1271,55,3,24,War and Conflict,"Darkness is to be the salvation of the Allies, for they retired under cover of night to the mudwall, where mud-stained and blood-stained, weary and hungry, they caught snatches of sleep on their arms.",War and Conflict,0.999999940388081
1272,55,4,24,War and Conflict,"It was learned during the night that the Chinese were as much disheartened as the Allies and anticipating, naturally, a renewal of assault in the morning, with reenforcements, commenced to retreat.",War and Conflict,0.999999940388081
1273,55,4,24,War and Conflict,"The Allies decided upon a vigorous and concerted attack in the morning, which was made and led by the intrepid Japanese.",War and Conflict,1.0
1274,55,4,24,War and Conflict,"Two unsuccessful attempts were made to blow down the ponderous gates with dynamite, but each time the fuse failed to ignite.",War and Conflict,0.9999381359158114
1275,55,4,24,War and Conflict,"A Japanese soldier rushed forward, with torch in hand, ignited the explosive and was himself blown to atoms; but the great gate was blown down.",War and Conflict,0.9999995231047478
1276,55,4,24,War and Conflict,"Led by these soldiers, the whole force streamed through, and the great horde of Boxers and Imperial soldiers were making an ignominious exit from all parts of the city.",War and Conflict,0.9999998807761656
1277,55,4,24,War and Conflict,"When early morning brought the welcome tidings that the Allies were entering the Native City, we all felt that the midnight of apprehension was past; that our long-beleaguered conditions were at an end; that the last shell had shrieked over the settlement.",War and Conflict,1.0
1278,55,5,24,War and Conflict,"Now let us hasten to the South Gate to witness ""after the battle"" scenes.",War and Conflict,0.999999940388081
1279,55,5,24,War and Conflict,"We halt first to examine a pair of naval guns, already mentioned as having been brought from H. M. S. ""Terrible,"" and to look again toward the burning city.",War and Conflict,0.999998569577201
1280,55,5,24,War and Conflict,"On the lower portion of the map find the number 56 in red by the earth-wall along the British Concession, and the two red lines which branch toward the northwest.",War and Conflict,0.9378638149662649
1281,56,2,24,War and Conflict,"These hot, smoking guns are not the first of the afterthe-battle scenes; before reaching this point we have passed lines of wounded men, borne on stretchers; just behind us, in a canal in line with the wall on which we stand, are flat-boats filled with wounded Japanese.",War and Conflict,0.999999940388081
1282,56,2,24,War and Conflict,"These boats are pushed slowly along with poles, and the spectacle they present is pitiful in the extreme; the bottoms of the boats are crowded with wounded men, some sitting, some lying, all in the hot sun; they are just brought from the muddy field where they have lain and moaned away a dreary night.",War and Conflict,0.9999997019871092
1283,56,2,24,War and Conflict,"The silence is funereal; they are not dead men; they are the wounded, many of them mortally; yet no word is spoken, even by the men poling the boats slowly along.",War and Conflict,0.9999995231047478
1284,56,2,24,War and Conflict,The litter-bearers are as silent as pall-bearers; the tender consideration for the suffering wounded is as solemn as the reverence for the dead.,War and Conflict,0.999999940388081
1285,56,2,24,War and Conflict,"Remembering the dreadful all-day battle, one can scarcely resist an impulse to lift one's hat when passing the familiar uniform of our own boys, spattered with mud and blood-stained beyond recognition, with a crumpled hat sheltering a pallid face from the fierce sun.",War and Conflict,0.999999940388081
1286,56,3,24,War and Conflict,Now let us examine these instruments of destruction that have added red pigment to the war-picture behind those distant city walls.,War and Conflict,0.999999940388081
1287,56,3,24,War and Conflict,The gunners have retired to a slight shelter in the wall near where we stand; they are smeared with smoke and dust; they have slept by these guns.,War and Conflict,0.999999940388081
1288,56,3,24,War and Conflict,"Yesterday, from daylight till darkness, these two grim machines were hot with unremittent firing.",War and Conflict,0.9999998807761656
1289,56,3,24,War and Conflict,"Now, the enemy's guns are silent, and these two, with many others, look restfully and victoriously toward the destruction they have wrought.",War and Conflict,0.999999940388081
1290,56,3,24,War and Conflict,"We see the smoke still rising from the South Gate directly before us and, to the right, from the burning city; columns of smoke have been thus rising from different parts of the city for several days; a great part of the city is laid waste, as we shall see when we enter it at that South Gate a little later.",War and Conflict,0.999999940388081
1291,56,3,24,War and Conflict,We are nearly a mile from our former lookout on the roof and not yet in line with the ground over which the Allies advanced.,War and Conflict,0.999999940388081
